goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkDecodeDynamic/flat/hamba-8         	 1418931	       837.2 ns/op	     585 B/op	      19 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3210174	       378.4 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3133196	       371.8 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3232598	       371.2 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3226417	       371.6 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3243782	       370.8 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3206238	       371.0 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3245082	       371.6 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3228556	       371.9 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3226371	       371.3 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/twmb-8          	 3238011	       370.7 ns/op	     465 B/op	      11 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4720599	       254.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4760790	       253.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4707180	       254.7 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4728609	       256.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4725211	       254.1 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4719594	       253.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4744705	       253.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4718823	       253.7 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4724004	       254.1 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/flat/goavro-8        	 4728830	       254.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  485596	      2460 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  488091	      2453 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  488668	      2463 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  485106	      2452 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  487328	      2462 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  489656	      2452 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  490543	      2465 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  488334	      2454 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  489408	      2463 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/hamba-8       	  488442	      2452 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  485068	      2496 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  484564	      2482 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  482772	      2473 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  481657	      2477 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  485290	      2474 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  482712	      2483 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  484914	      2473 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  483104	      2484 ns/op	    2040 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  486055	      2480 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/iskorotkov-8  	  481260	      2472 ns/op	    2039 B/op	      60 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1080 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1079 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1081 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1080 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1081 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1079 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1081 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1079 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1081 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/twmb-8        	 1000000	      1080 ns/op	    1631 B/op	      29 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1310889	       914.1 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1311373	       914.4 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1304083	       918.0 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1309132	       949.1 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1315579	       917.1 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1307852	       914.7 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1310972	       913.0 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1289924	       915.2 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1309066	       912.4 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/nested/goavro-8      	 1312516	       916.8 ns/op	    1688 B/op	      35 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  725239	      1599 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  754456	      1600 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  755492	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  755133	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  733574	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  748815	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  749289	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  752661	      1596 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  756460	      1597 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/hamba-8        	  750567	      1599 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  737475	      1617 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  748261	      1617 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  747573	      1610 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  750184	      1629 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  746360	      1609 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  747439	      1610 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  751270	      1609 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  750396	      1612 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  746811	      1614 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/iskorotkov-8   	  745970	      1610 ns/op	    1271 B/op	      34 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1219858	       983.1 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1219588	       982.2 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1220260	       984.3 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1219556	       982.9 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1221337	       982.3 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1221709	       983.2 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1220466	       983.3 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1000000	      1005 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1219333	       984.1 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/twmb-8         	 1221589	       983.9 ns/op	    1106 B/op	      22 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  961477	      1237 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  966504	      1236 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  982140	      1236 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  979058	      1237 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  966553	      1237 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  977042	      1241 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  968499	      1238 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  961678	      1256 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  951471	      1245 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/union/goavro-8       	  965156	      1253 ns/op	    2408 B/op	      49 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  305241	      3947 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  302662	      3996 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  300741	      3973 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  306896	      3936 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  302754	      3961 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  295916	      4054 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  305865	      3942 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  299982	      3961 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  304914	      3949 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/hamba-8         	  302083	      3998 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  295796	      4082 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  299486	      4047 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  295676	      4020 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  298782	      4031 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  293778	      4038 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  299589	      4066 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  299901	      4021 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  300450	      4089 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  295466	      4031 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/iskorotkov-8    	  300628	      4002 ns/op	    3467 B/op	      79 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  441600	      2710 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  447733	      2705 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  438454	      2710 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  436092	      2715 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  449072	      2709 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  447050	      2698 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  442372	      2762 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  437890	      2695 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  443764	      2696 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/twmb-8          	  449557	      2691 ns/op	    2707 B/op	      22 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  331555	      3609 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  331944	      3630 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  331611	      3606 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  334087	      3624 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  334963	      3630 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  333714	      3626 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  327064	      3626 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  333514	      3618 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  327098	      3634 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeDynamic/wide/goavro-8        	  332846	      3605 ns/op	    9672 B/op	      82 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9577464	       123.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9698026	       123.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9688947	       123.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9595506	       124.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9555591	       123.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9696818	       125.3 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9589831	       124.0 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9712424	       123.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9725622	       124.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/hamba-8           	 9644925	       124.0 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10664367	       113.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10602751	       112.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10668538	       113.0 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10618764	       112.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10608926	       112.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10671630	       112.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10644249	       112.8 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10639586	       112.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10676373	       113.3 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/iskorotkov-8      	10611634	       112.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10697749	       112.1 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10730492	       111.9 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	 9697125	       112.4 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10707082	       112.0 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10743518	       112.1 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10668768	       112.0 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10736848	       112.5 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10730044	       112.0 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10679956	       112.1 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/flat/twmb-8            	10775187	       111.9 ns/op	     105 B/op	       2 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3624280	       331.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3598414	       331.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3597133	       338.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3594825	       333.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3612055	       340.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3531042	       341.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3525524	       340.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3512822	       341.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3490308	       341.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/hamba-8         	 3464377	       343.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3842214	       311.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3900112	       310.4 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3884295	       311.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3870027	       308.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3876448	       309.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3864171	       309.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3877920	       308.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3906782	       308.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3603094	       310.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/iskorotkov-8    	 3884504	       308.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3157873	       379.3 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3222016	       374.0 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3185487	       377.0 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3183121	       377.6 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3192680	       375.0 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3189260	       376.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3191901	       373.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3180141	       378.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3218859	       381.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/nested/twmb-8          	 3183486	       376.9 ns/op	     311 B/op	       5 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1826779	       655.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1807860	       669.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1829379	       659.8 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1809630	       655.0 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1820355	       658.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1825692	       668.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1818886	       656.6 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1814116	       653.5 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1828802	       654.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/hamba-8          	 1818529	       655.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2207736	       563.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2130496	       551.7 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2167008	       559.8 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2140208	       544.9 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2195071	       549.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2209392	       545.1 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2205823	       542.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2185786	       543.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2208601	       561.3 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/iskorotkov-8     	 2195496	       548.2 ns/op	     711 B/op	      11 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1939728	       629.1 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1841084	       629.2 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1908564	       650.4 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1899691	       676.2 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1754048	       685.0 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1791070	       661.1 ns/op	     690 B/op	      10 allocs/op
BenchmarkDecodeTyped/union/twmb-8           	 1811905	       687.4 ns/op	     690 B/op	      10 allocs/op
