goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkSRDecode/flat/goavro-plain-8         	  778746	      1421 ns/op	    1152 B/op	      24 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  517147	      2466 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  455979	      2482 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  498177	      2484 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  479421	      2506 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  500354	      2462 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  513162	      2367 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  527691	      2351 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  508620	      2367 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/hamba-8                	  509984	      2376 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  479269	      2452 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  526843	      2489 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  461107	      2385 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  514372	      2680 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  387745	      2677 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  456766	      2354 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  503762	      2395 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  504812	      2403 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  520748	      2376 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/iskorotkov-8           	  501727	      2394 ns/op	     994 B/op	      41 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1404124	       843.6 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1359266	       846.6 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1401211	       845.9 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1395114	       862.7 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1324129	       855.6 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1419620	       854.9 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1428122	       839.8 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1421569	       850.6 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1387842	       847.9 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/flat/twmb-8                 	 1402723	       840.8 ns/op	     713 B/op	      15 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  324126	      3681 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  325012	      3743 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  327793	      3696 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  321774	      3756 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  327450	      3708 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  327903	      3756 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  320274	      3736 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  326313	      3771 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  327105	      3686 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-plain-8       	  328038	      3738 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  284032	      3781 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  326030	      3697 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  324928	      3762 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  323115	      3690 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  322938	      3684 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  328174	      3759 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  325824	      3683 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  325501	      3704 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  325131	      3741 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/goavro-stdjson-8     	  325716	      3677 ns/op	    4392 B/op	      71 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  233174	      5220 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  232808	      5184 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  235939	      5213 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  212882	      5197 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  232224	      5124 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  233721	      5172 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  230835	      5141 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  235029	      5215 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  233310	      5396 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/hamba-8              	  219472	      5522 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  231079	      5285 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  208676	      5110 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  226017	      5122 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  237776	      5230 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  229564	      5596 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  213489	      5596 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  232118	      5342 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  229531	      5090 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  237289	      5108 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/iskorotkov-8         	  238118	      5113 ns/op	    2635 B/op	      89 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  483646	      3182 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  408848	      2531 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  482688	      2514 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  485271	      2514 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  485558	      2578 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  479708	      2917 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  471291	      2676 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  475573	      2512 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  482488	      2524 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/nested/twmb-8               	  484778	      2487 ns/op	    2648 B/op	      36 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  419290	      2820 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  426903	      2848 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  428694	      2844 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  419538	      2890 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  427317	      3036 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  425226	      2864 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  425779	      2849 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  423657	      2910 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  422556	      2831 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-plain-8        	  426632	      2878 ns/op	    4000 B/op	      73 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  451059	      2685 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  415778	      2691 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  450841	      2731 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  453481	      2651 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  454106	      2705 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  450044	      2657 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  392178	      2728 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  438685	      2679 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  449984	      2691 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/goavro-stdjson-8      	  457338	      2734 ns/op	    3440 B/op	      69 allocs/op
BenchmarkSRDecode/union/hamba-8               	  361218	      3337 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  363618	      3359 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  361981	      3324 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  362049	      3364 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  362974	      3330 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  361254	      3371 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  361231	      3324 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  358935	      3359 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  361927	      3387 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/hamba-8               	  324819	      3365 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  346063	      3384 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  359318	      3328 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  359523	      3334 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  358798	      3435 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  350890	      3338 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  362139	      3751 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  328556	      3418 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  348804	      3462 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  364320	      3368 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/iskorotkov-8          	  362340	      3397 ns/op	    1817 B/op	      54 allocs/op
BenchmarkSRDecode/union/twmb-8                	  520125	      2359 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  516178	      2293 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  534700	      2280 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  535634	      2266 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  536594	      2265 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  480452	      2273 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  537951	      2286 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  489348	      2251 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  498640	      2263 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/union/twmb-8                	  528580	      2273 ns/op	    2207 B/op	      35 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  126786	      9592 ns/op	   15022 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  126103	      9539 ns/op	   15025 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  122764	      9588 ns/op	   15025 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  127926	      9573 ns/op	   15022 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  127054	      9672 ns/op	   15025 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  124232	      9481 ns/op	   15026 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  112880	      9584 ns/op	   15026 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  127047	      9500 ns/op	   15026 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  128152	      9714 ns/op	   15023 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-plain-8         	  125428	      9559 ns/op	   15027 B/op	     158 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  139753	      8760 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  139023	      8726 ns/op	   13801 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  137962	      8892 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  138475	      8731 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  138861	      8846 ns/op	   13801 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  138278	      8686 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  138027	      9000 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  137926	      8753 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  138714	      8738 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/goavro-stdjson-8       	  132472	      8772 ns/op	   13802 B/op	     137 allocs/op
BenchmarkSRDecode/wide/hamba-8                	   98166	     11648 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  102626	     11740 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103905	     11648 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103737	     11787 ns/op	    5057 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103418	     11662 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103534	     11836 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103754	     11779 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103723	     11639 ns/op	    5057 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103738	     11749 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/hamba-8                	  103923	     11648 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  103286	     11702 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  101864	     11645 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  102020	     11616 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  104193	     11693 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  104103	     11608 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  103939	     11713 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  102445	     11653 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  104077	     11708 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  103965	     11576 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/iskorotkov-8           	  101134	     11738 ns/op	    5058 B/op	     162 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  194828	      6004 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  202652	      5966 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  203755	      5951 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  204554	      5990 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  199580	      5979 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  202936	      5917 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  194348	      5957 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  199694	      5932 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  202728	      6017 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSRDecode/wide/twmb-8                 	  203944	      5991 ns/op	    4780 B/op	      50 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1122 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1100 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1123 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1108 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1127 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1111 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1115 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1117 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1101 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-plain-8         	 1000000	      1120 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1102 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1125 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1101 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1105 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1139 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1104 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1115 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1106 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1135 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/goavro-stdjson-8       	 1000000	      1111 ns/op	     872 B/op	      39 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  627038	      1918 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  633924	      1924 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  637792	      1889 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  631548	      1925 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  625320	      1936 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  633268	      1911 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  637728	      1944 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  637316	      1923 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  633421	      2293 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-bare-8            	  582319	      2395 ns/op	     712 B/op	      25 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  824756	      1417 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  890113	      1392 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  816048	      1680 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  781986	      1876 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  809354	      1698 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  835503	      1718 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  780415	      1671 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  840325	      1473 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  859052	      1710 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/flat/twmb-wrapped-8         	  699252	      1467 ns/op	     825 B/op	      20 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  315001	      4999 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  303448	      5149 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  297958	      4261 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  328552	      3484 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  346389	      3464 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  347703	      3485 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  347032	      3459 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  345643	      3504 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  345480	      3448 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-plain-8       	  343692	      3503 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  347133	      3464 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  349395	      3495 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  345393	      3489 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  340599	      3487 ns/op	    2816 B/op	     110 allocs/op
BenchmarkSREncode/nested/goavro-stdjson-8     	  348582	      3460 ns/op	    2816 B/op	     110 allocs/op
