goos: darwin
goarch: arm64
pkg: github.com/slachiewicz/go-avro-bench
cpu: Apple M1
BenchmarkEncodingDecode/flat/binary/typed/hamba-8   	 9858519	       123.4 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/iskorotkov-8         	10555821	       112.8 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9599656	       137.9 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 8807236	       129.4 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 8160928	       131.1 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 8904760	       130.3 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9678921	       128.1 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9381348	       128.8 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9451354	       127.6 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9546510	       132.2 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9580069	       125.5 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/typed/twmb-8               	 9692709	       129.2 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1561058	       769.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1562060	       766.5 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1563580	       758.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1576329	       767.7 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1568122	       763.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1584559	       753.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1542258	       754.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1567030	       756.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1589755	       760.6 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/hamba-8            	 1592670	       754.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1601656	       744.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1615692	       744.7 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1627606	       739.2 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1636018	       746.5 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1629970	       744.5 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1625149	       746.0 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1630666	       740.6 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1612836	       741.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1621207	       741.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/iskorotkov-8       	 1590453	       740.0 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3656310	       327.7 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3680902	       326.4 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3578684	       327.9 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3579043	       329.9 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3669924	       327.7 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3441238	       327.4 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3682754	       330.4 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3683793	       327.7 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3655267	       327.7 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/twmb-8             	 3671864	       326.9 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5192322	       231.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5200378	       231.4 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5202933	       230.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5127064	       235.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5169316	       233.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5157192	       234.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 4395957	       241.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5157844	       231.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5198162	       231.8 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/binary/dynamic/goavro-8           	 5204700	       231.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1398769	       863.8 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1000000	      1026 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1364031	       849.1 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1417723	       846.9 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1418902	       849.0 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1420803	       844.8 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1426618	       846.7 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1411920	       859.8 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1223406	       857.5 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/typed/twmb-8              	 1414700	       843.4 ns/op	     297 B/op	       6 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1067 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1078 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1064 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1068 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1071 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1064 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1066 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1065 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1073 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/twmb-8            	 1000000	      1067 ns/op	     641 B/op	      15 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1262042	       932.5 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1277322	       960.5 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1265596	       942.4 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1000000	      1014 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1220896	       972.5 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1254529	       931.7 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1295222	       933.7 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1272157	       968.6 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1290114	       934.5 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/textual/dynamic/goavro-8          	 1280343	       947.8 ns/op	     688 B/op	      34 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	 9908493	       138.6 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10188284	       119.5 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10130678	       121.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	 8424320	       119.0 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10088692	       119.8 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	 9728509	       118.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10169828	       119.6 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10098541	       119.1 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10186342	       118.6 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/hamba-8       	10139894	       118.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11178336	       108.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11068604	       108.5 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	10995026	       109.7 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	10973806	       113.0 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11074128	       125.9 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11024395	       109.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	10989476	       109.5 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11065881	       108.4 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11129406	       109.2 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/iskorotkov-8  	11019486	       108.4 ns/op	     105 B/op	       1 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9434548	       130.2 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9657264	       125.4 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9640699	       124.2 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9662798	       127.5 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9670708	       124.7 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9650668	       124.3 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 8216359	       124.6 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9667728	       124.3 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 9394420	       124.7 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/typed/twmb-8        	 8395815	       124.5 ns/op	     105 B/op	       2 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1593249	       763.0 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1563087	       766.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1557489	       754.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1600437	       790.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1584326	       755.6 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1553284	       789.2 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1586253	       752.7 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1588076	       759.1 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1553467	       817.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/hamba-8     	 1558760	       798.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1538872	       762.5 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1574424	       750.5 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1592278	       753.9 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1612011	       747.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1581207	       743.2 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1593962	       740.8 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1618491	       748.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1620619	       741.4 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1619344	       742.0 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/iskorotkov-8         	 1596063	       759.3 ns/op	     585 B/op	      19 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3574982	       340.5 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3577855	       354.2 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3549306	       344.7 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3453224	       340.0 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3588859	       339.3 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3585027	       336.3 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3556363	       341.2 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3549451	       339.1 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3573860	       336.6 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/twmb-8               	 3591933	       341.3 ns/op	     465 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5135088	       235.9 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5082159	       236.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5054266	       243.5 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5108443	       238.0 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 4737782	       239.3 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 4798338	       239.9 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5080479	       238.3 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5096715	       235.9 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5101174	       247.6 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/flat/single-object/dynamic/goavro-8             	 5021724	       241.2 ns/op	     448 B/op	      10 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3813556	       304.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3888030	       304.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 4029157	       298.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 4003862	       300.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 4006588	       300.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3727994	       302.9 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3805725	       314.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3623929	       306.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 3992222	       302.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/hamba-8                     	 4002165	       301.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4452631	       270.5 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4457734	       272.7 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4332080	       275.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4389752	       272.3 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4413972	       273.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4489214	       273.8 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4339966	       278.6 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4355247	       276.1 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4267915	       280.0 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/iskorotkov-8                	 4289246	       278.2 ns/op	     279 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3104815	       378.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3197379	       376.4 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3220191	       377.9 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3202681	       371.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3163756	       386.7 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3216188	       387.1 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3135682	       385.0 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3170322	       376.6 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3192907	       377.5 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/typed/twmb-8                      	 3182780	       377.8 ns/op	     311 B/op	       5 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  529617	      2324 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  516066	      2326 ns/op	    2039 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  527854	      2346 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  530977	      2352 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  496880	      2338 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  519814	      2379 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  500778	      2336 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  497180	      2349 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  513040	      2336 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/hamba-8                   	  512254	      2340 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  530971	      2357 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  509174	      2357 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  539223	      2354 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  528770	      2385 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  512198	      2677 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  441670	      2334 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  521943	      2293 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  515492	      2296 ns/op	    2040 B/op	      60 allocs/op
BenchmarkEncodingDecode/nested/binary/dynamic/iskorotkov-8              	  514083	      2282 ns/op	    2040 B/op	      60 allocs/op
